time,signal1,signal2
13026,0.16,2.02
13027,2.15,4.09
13028,-2.41,-0.30
13029,-0.92,-1.35
13030,1.88,-1.73
13031,-0.69,-1.40
13032,-0.44,2.63
13033,3.77,1.25
13034,-0.85,2.12
13035,0.02,2.46
13036,3.43,3.15
13037,2.07,-0.71
13038,1.67,1.37
13039,-1.47,3.19
13040,0.08,-2.28
13041,-0.36,2.03
13042,-0.53,0.68
13043,-1.58,4.22
13044,-3.88,2.74
13045,0.43,-0.55
13046,1.14,-0.27
13047,0.99,-3.79
13048,-0.08,4.21
13049,0.74,2.04
13050,-0.87,-0.16
13051,5.41,-0.40
13052,-1.14,3.43
13053,1.87,0.09
13054,-4.92,2.45
13055,1.32,-1.86
13056,-1.59,2.35
13057,-0.99,1.90
13058,-2.08,1.41
13059,-2.06,-1.06
13060,-3.96,3.37
13061,-0.16,-1.80
13062,0.24,-0.14
13063,2.07,-0.31
13064,-1.62,1.01
13065,0.82,1.21
13066,-1.28,4.15
13067,1.36,0.75
13068,0.15,-1.70
13069,3.64,-2.58
13070,1.34,2.31
13071,0.29,-1.94
13072,3.27,1.91
13073,0.07,-2.37
13074,0.00,-1.28
13075,0.55,0.12
13076,1.10,-1.22
13077,-1.14,4.12
13078,5.53,0.23
13079,-2.14,4.61
13080,-1.55,3.59
13081,1.37,-1.20
13082,-2.17,1.29
13083,0.01,-1.87
13084,2.14,1.51
13085,-2.79,3.12
13086,-4.13,-3.40
13087,0.76,3.07
13088,1.60,-0.48
13089,-1.28,1.11
13090,-1.93,-2.80
13091,2.24,0.69
13092,-2.04,0.74
13093,-0.88,0.46
13094,-0.31,0.84
13095,0.78,-0.67
13096,0.64,1.95
13097,0.60,0.94
13098,1.12,4.09
13099,4.47,-0.32
13100,-2.73,-2.49
13101,-0.40,-0.20
13102,-3.33,0.42
13103,0.17,-1.41
13104,-0.67,1.11
13105,0.83,-1.16
13106,1.94,0.11
13107,-1.81,0.07
13108,0.66,-1.86
13109,-1.46,0.51
13110,1.23,2.68
13111,-0.72,-0.23
13112,-2.05,-1.20
13113,2.28,2.57
13114,0.84,-2.46
13115,0.17,0.86
13116,-0.84,-1.16
13117,0.48,-1.79
13118,4.16,-2.08
13119,1.09,-1.09
13120,1.83,-2.04
13121,2.22,-1.20
13122,-0.97,-2.02
13123,1.12,2.21
13124,0.68,-0.36
13125,-2.96,-2.57
13126,0.56,-0.37
13127,1.71,-1.96
13128,1.00,2.22
13129,2.51,-0.16
13130,-0.32,-0.20
13131,3.54,1.20
13132,-2.08,3.03
13133,-0.23,-0.43
13134,-4.43,0.81
13135,1.65,1.60
13136,1.41,-0.13
13137,1.97,0.56
13138,0.07,0.80
13139,-0.92,-2.34
13140,-0.69,0.50
13141,0.47,0.05
13142,-4.90,-4.11
13143,-2.52,-3.30
13144,2.85,0.50
13145,-2.30,3.27
13146,-4.07,-0.05
13147,-0.53,-0.14
13148,-1.25,-4.02
13149,-0.14,2.72
13150,0.02,1.58
13151,-0.59,0.21
13152,-2.20,0.55
13153,0.95,1.83
13154,0.31,1.48
13155,-0.15,1.62
13156,-1.99,-0.29
13157,1.41,0.65
13158,2.81,-4.44
13159,0.73,1.23
13160,-3.95,-0.99
13161,5.53,-0.43
13162,1.19,4.84
13163,-0.87,-2.02
13164,-1.29,-0.20
13165,-5.23,-4.00
13166,-3.11,-0.44
13167,-2.16,0.24
13168,3.30,-0.84
13169,1.44,-0.37
13170,1.79,-1.14
13171,2.05,1.72
13172,2.22,-1.91
13173,-0.88,-0.44
13174,1.71,-1.08
13175,1.33,-0.81
13176,1.02,-1.28
13177,2.45,-0.47
13178,-0.24,-1.68
13179,-0.73,-3.03
13180,-0.86,1.37
13181,0.83,3.89
13182,2.30,-2.40
13183,1.01,-0.08
13184,0.19,-1.05
13185,-2.11,2.76
13186,1.30,-2.68
13187,-3.75,-0.65
13188,-2.91,-0.11
13189,-2.78,0.00
13190,-0.28,-4.77
13191,-3.35,-0.19
13192,0.37,-0.75
13193,-0.89,3.75
13194,2.87,2.08
13195,4.41,0.75
13196,2.09,-0.33
13197,0.05,-2.70
13198,2.22,-0.09
13199,2.62,0.90
13200,2.05,1.30
13201,-1.39,0.15
13202,4.55,-1.34
13203,0.61,-0.55
13204,-4.60,-0.21
13205,-2.33,0.74
13206,-1.87,1.59
13207,-0.32,4.74
13208,1.98,1.73
13209,-0.65,0.54
13210,-1.25,0.39
13211,2.33,-3.35
13212,0.73,0.94
13213,0.48,-0.32
13214,-3.31,1.89
13215,-0.50,2.61
13216,0.45,0.24
13217,0.45,0.11
13218,3.36,0.61
13219,-3.21,-1.19
13220,-1.52,-0.95
13221,-2.82,0.53
13222,-1.91,-2.82
13223,4.39,-0.60
13224,-1.35,-3.54
13225,-0.90,-0.71
13226,3.31,1.65
13227,-3.49,-0.52
13228,-1.44,-0.19
13229,-0.76,-0.80
13230,-0.13,-1.08
13231,-1.43,0.32
13232,2.21,-0.76
13233,0.37,1.34
13234,-2.86,-2.17
13235,2.64,0.24
13236,-1.44,0.26
13237,-2.61,-0.95
13238,4.22,5.33
13239,0.67,-0.44
13240,0.19,1.18
13241,0.43,-2.72
13242,0.18,0.12
13243,-1.44,1.47
13244,-2.24,2.06
13245,1.86,1.80
13246,-0.72,-2.44
13247,2.11,1.93
13248,0.63,2.79
13249,0.56,0.84
13250,-0.18,-0.24
13251,-3.15,2.92
13252,1.34,-0.37
13253,0.79,0.05
13254,0.41,0.16
13255,4.55,1.61
13256,0.05,0.30
13257,0.30,2.16
13258,0.12,2.50
13259,-0.41,-1.88
13260,-2.07,-1.00
13261,-3.40,-2.79
13262,-0.75,1.84
13263,-3.76,-2.72
13264,1.18,2.45
13265,0.23,-4.28
13266,-0.56,-1.09
13267,1.72,-0.78
13268,-2.91,-2.18
13269,0.69,-1.89
13270,0.40,-0.34
13271,-2.14,-1.05
13272,1.10,1.08
13273,-2.25,3.22
13274,1.99,5.62
13275,1.91,1.42
13276,-3.27,-0.73
13277,0.02,-1.78
13278,4.70,0.67
13279,-3.27,0.39
13280,3.44,0.09
13281,1.16,-1.43
13282,-5.81,-2.03
13283,3.54,2.36
13284,0.95,1.44
13285,3.17,1.80
13286,0.60,0.40
13287,1.04,-1.49
13288,-1.29,3.18
13289,-1.98,0.25
13290,-1.97,0.08
13291,-3.43,1.73
13292,-1.69,-1.52
13293,-0.44,-0.87
13294,-1.83,-1.13
13295,2.23,-1.18
13296,3.47,-0.45
13297,-1.55,-1.53
13298,0.47,-0.69
13299,0.33,-0.29
13300,-2.89,-0.29
13301,-0.16,0.10
13302,-0.76,-0.56
13303,4.40,-0.50
13304,-1.08,2.56
13305,-1.88,3.21
13306,-0.04,-2.04
13307,-0.54,0.49
13308,2.34,0.82
13309,0.15,-1.11
13310,-0.28,0.75
13311,3.37,-0.13
13312,-0.03,-1.31
13313,2.93,0.56
13314,-5.53,1.19
13315,-0.76,-2.44
13316,0.90,-3.59
13317,-2.09,-0.88
13318,-0.59,-3.03
13319,0.07,-1.05
13320,-2.51,3.23
13321,-4.26,1.77
13322,0.40,2.00
13323,1.09,0.84
13324,1.24,-3.36
13325,2.36,-2.95
13326,2.83,-1.43
13327,-0.62,-0.35
13328,-2.95,-0.29
13329,-0.17,0.70
13330,1.47,-3.77
13331,-4.70,0.79
13332,-1.34,1.51
13333,-2.49,-0.22
13334,-2.03,2.05
13335,0.42,1.25
13336,0.12,-0.69
13337,-4.74,-1.57
13338,-1.06,1.93
13339,-2.64,0.23
13340,0.03,-5.02
13341,-4.25,-3.05
13342,-1.82,-4.70
13343,-1.11,-3.00
13344,0.37,1.85
13345,2.39,-0.55
13346,1.76,-0.14
13347,1.71,2.05
13348,-1.36,0.26
13349,3.71,-1.99
13350,1.21,-1.61
13351,1.99,-1.63
13352,3.28,1.92
13353,-2.23,-0.63
13354,-3.50,1.29
13355,-3.19,-0.52
13356,-2.21,0.58
13357,1.98,-2.05
13358,-0.45,-1.56
13359,2.17,0.98
13360,4.13,0.51
13361,-1.79,2.50
13362,1.89,1.77
13363,-0.44,2.12
13364,-4.76,1.19
13365,-0.68,0.62
13366,-0.59,1.27
13367,0.98,0.20
13368,0.18,2.62
13369,-2.00,-1.18
13370,1.76,1.06
13371,-1.30,-0.55
13372,0.00,-0.74
13373,0.34,-0.13
13374,3.18,-0.78
13375,-3.44,-1.16
13376,-4.29,-2.06
13377,-1.50,0.38
13378,1.98,-1.63
13379,3.12,0.03
13380,-3.48,1.94
13381,-4.28,0.74
13382,1.66,-0.62
13383,-0.77,-0.91
13384,2.35,1.29
13385,-3.26,0.76
13386,1.15,-1.02
13387,-2.41,4.39
13388,-5.92,-3.19
13389,2.51,-3.70
13390,0.83,-2.96
13391,-1.16,1.54
13392,0.80,-3.09
13393,1.77,-2.82
13394,0.19,2.09
13395,0.56,0.71
13396,0.61,1.63
13397,-5.86,1.08
13398,-2.98,-1.31
13399,0.95,-3.75
13400,1.25,0.64
13401,3.33,5.25
13402,2.05,0.82
13403,1.44,-1.60
13404,1.01,1.70
13405,1.30,1.26
13406,1.27,1.65
13407,0.50,-0.70
13408,3.13,3.57
13409,0.54,-2.20
13410,3.49,-5.04
13411,0.17,-0.81
13412,2.01,-0.19
13413,-1.03,1.34
13414,2.24,-0.77
13415,2.90,0.16
13416,-0.27,-0.06
13417,2.09,3.21
13418,4.33,0.37
13419,0.73,-0.44
13420,-2.51,0.18
13421,-2.10,1.40
13422,-1.29,-0.23
13423,-1.24,1.07
13424,-0.02,0.48
13425,0.02,1.66
13426,2.35,-3.88
13427,4.20,-1.59
13428,1.32,-0.34
13429,1.75,-0.45
13430,0.05,3.82
13431,2.70,1.16
13432,-2.14,3.34
13433,4.92,-2.73
13434,0.76,0.65
13435,0.81,3.23
13436,1.15,-1.55
13437,2.49,0.49
13438,0.50,2.08
13439,-1.23,-0.73
13440,1.19,3.63
13441,1.79,-2.28
13442,-0.33,0.98
13443,1.20,0.95
13444,1.12,-1.34
13445,0.07,-0.73
13446,-1.49,0.95
13447,1.84,0.89
13448,-1.94,1.00
13449,-3.07,2.30
13450,0.00,-1.41
13451,-1.12,0.42
13452,1.94,-0.55
13453,-1.03,-4.16
13454,-4.08,-0.18
13455,-1.70,-0.88
13456,-0.14,-3.04
13457,-0.27,-3.42
13458,1.97,0.52
13459,0.53,2.23
13460,2.98,-0.58
13461,-0.68,1.09
13462,-3.08,-0.87
13463,-1.65,0.67
13464,3.87,1.40
13465,-1.36,0.28
13466,-3.15,-0.30
13467,-2.50,2.27
13468,-2.43,1.88
13469,0.21,3.34
13470,3.00,2.35
13471,1.92,-1.44
13472,-2.22,2.08
13473,-0.42,-3.14
13474,2.87,-2.65
13475,-3.82,0.85
13476,1.18,-0.91
13477,0.40,-0.85
13478,-2.25,1.49
13479,2.86,-1.40
13480,-0.37,1.96
13481,-0.43,2.07
13482,0.01,-4.24
13483,1.01,-2.27
13484,4.94,-4.95
13485,-0.28,2.62
13486,-1.09,1.24
13487,0.87,-0.84
13488,1.30,0.57
13489,2.55,2.21
13490,4.67,-3.09
13491,-0.03,0.27
13492,-1.82,-1.99
13493,-0.09,3.25
13494,-4.14,-0.55
13495,-0.06,1.25
13496,-1.64,-3.17
13497,-1.94,-1.29
13498,1.78,-3.24
13499,-0.75,1.27
13500,-0.31,-2.19
13501,1.69,-3.92
13502,0.91,-0.15
13503,1.68,3.18
13504,1.03,1.16
13505,0.26,-1.99
13506,-0.52,-1.58
13507,-1.74,-2.15
13508,-1.78,0.76
13509,-0.09,-0.87
13510,-2.78,0.50
13511,1.43,3.36
13512,0.95,-0.84
13513,0.52,-0.96
13514,2.93,-0.21
13515,-1.85,1.51
13516,-2.23,0.28
13517,-3.11,0.31
13518,5.10,-1.91
13519,3.05,-1.92
13520,3.17,3.34
13521,0.30,-0.48
13522,0.52,0.95
13523,1.02,1.57
13524,3.72,-0.60
13525,-1.48,1.88
13526,-3.66,1.77
13527,3.34,0.43
13528,-2.39,0.30
13529,1.52,1.31
13530,-0.27,-0.39
13531,-0.36,0.70
13532,-0.87,-3.25
13533,-1.97,2.42
13534,-2.13,1.09
13535,0.27,-5.09
13536,2.31,-4.22
13537,-0.03,1.20
13538,-4.54,0.48
13539,0.49,3.71
13540,-1.11,-0.13
13541,0.81,-0.10
13542,0.02,1.02
13543,-1.26,-5.23
13544,3.01,1.34
13545,-4.47,-0.89
13546,3.26,-1.54
13547,-2.87,1.28
13548,-3.56,2.52
13549,-1.25,-1.96
13550,-2.23,5.27
13551,-0.51,0.27
13552,-1.52,1.08
13553,-2.74,-1.53
13554,-1.34,-0.52
13555,-0.84,1.64
13556,-1.67,0.20
13557,2.32,0.34
13558,2.16,-0.45
13559,0.77,-0.44
13560,-0.17,0.50
13561,0.66,1.06
13562,1.98,0.64
13563,2.11,0.82
13564,-1.80,0.81
13565,-1.29,1.25
13566,-2.99,2.95
13567,1.44,1.76
13568,-0.81,-1.75
13569,-0.38,3.17
13570,-0.52,-1.53
13571,-1.29,2.80
13572,2.30,2.26
13573,-0.24,-2.67
13574,2.28,2.03
13575,-0.55,-2.17
13576,3.27,-0.95
13577,-0.98,-4.15
13578,-2.34,-1.57
13579,1.17,-0.32
13580,-2.65,1.44
13581,-2.49,-0.44
13582,-0.47,-1.61
13583,1.72,0.77
13584,-1.95,-0.51
13585,0.40,0.84
13586,-2.60,1.60
13587,-3.40,-0.67
13588,-3.03,4.49
13589,0.88,2.79
13590,-1.75,4.47
13591,-0.38,-0.87
13592,3.09,-0.52
13593,-1.72,-1.96
13594,0.07,-0.97
13595,2.17,0.79
13596,-6.32,2.05
13597,-3.60,0.65
13598,5.32,1.89
13599,2.04,-0.84
13600,-2.41,-1.76
13601,-0.41,1.27
13602,-0.25,0.71
13603,0.97,-3.34
13604,-0.34,-1.36
13605,-5.47,0.54
13606,-0.01,-0.62
13607,-1.08,0.30
13608,1.00,-1.40
13609,1.03,0.96
13610,0.37,-0.48
13611,-0.52,-1.40
13612,3.14,-1.26
13613,2.26,-1.30
13614,-0.56,0.42
13615,-1.54,0.57
13616,-1.42,0.71
13617,0.14,-2.05
13618,-1.89,0.67
13619,0.91,-3.21
13620,2.98,-0.89
13621,0.38,-3.38
13622,-0.57,1.11
13623,0.29,-0.92
13624,3.15,-0.22
13625,1.39,2.13
13626,5.52,-0.84
13627,-0.80,-0.76
13628,-2.15,1.00
13629,0.47,1.48
13630,-4.17,1.92
13631,1.17,0.52
13632,-1.60,0.86
13633,0.84,2.42
13634,1.35,3.58
13635,-2.09,-0.05
13636,0.30,0.39
13637,-2.56,-0.48
13638,-1.21,1.93
13639,-1.08,0.95
13640,2.02,-1.00
13641,-1.11,-1.47
13642,-4.66,2.45
13643,-2.94,-1.57
13644,-1.38,-1.55
13645,-0.99,-1.13
13646,-4.20,2.74
13647,1.04,2.05
13648,1.35,-1.12
13649,1.68,0.99
13650,2.87,-2.27
13651,-0.20,-1.16
13652,1.18,-2.89
13653,4.66,1.16
13654,-1.52,0.87
13655,1.22,-0.58
13656,2.79,3.48
13657,-2.95,-1.37
13658,-2.52,-0.84
13659,-1.12,1.85
13660,3.64,1.27
13661,-0.78,-0.90
13662,3.54,-0.28
13663,-1.33,-0.61
13664,1.91,-0.40
13665,-4.64,0.72
13666,-0.50,-1.11
13667,-2.00,1.93
13668,-3.81,0.66
13669,1.11,1.35
13670,6.11,1.57
13671,-0.24,-2.58
13672,1.41,0.16
13673,-0.87,0.54
13674,2.82,-0.20
13675,-1.21,-0.55
13676,-0.19,1.20
13677,-0.62,4.57
13678,0.60,-3.36
13679,-1.62,-1.63
13680,-1.67,-3.47
13681,0.05,-3.06
13682,-2.28,-2.37
13683,-3.88,1.59
13684,-2.78,0.51
13685,0.72,5.17
13686,-4.25,2.74
13687,-0.34,-3.29
13688,-3.59,2.33
13689,-1.98,0.27
13690,-4.63,2.11
13691,-5.30,-2.65
13692,-0.49,-1.28
13693,-2.64,-1.82
13694,0.77,0.22
13695,-0.06,0.90
13696,-1.22,-0.70
13697,2.04,-0.91
13698,0.75,-0.77
13699,-0.62,-0.78
13700,1.64,2.02
13701,2.71,0.81
13702,1.13,-0.50
13703,1.18,1.80
13704,-4.09,0.84
13705,2.41,-0.94
13706,-1.20,-0.91
13707,-2.87,-3.77
13708,1.45,0.99
13709,1.87,-1.65
13710,1.41,1.33
13711,-0.14,-0.79
13712,-2.90,-2.70
13713,-2.66,-1.10
13714,0.99,1.76
13715,-1.22,0.60
13716,0.77,1.70
13717,0.28,1.34
13718,0.63,-1.62
13719,-2.40,-0.10
13720,-0.40,3.90
13721,-3.83,-5.72
13722,0.78,-1.35
13723,-0.43,-0.91
13724,1.21,-1.23
13725,-0.42,-1.25
13726,-1.34,0.69
13727,-0.32,-0.37
13728,3.39,1.30
13729,-2.65,0.82
13730,2.00,0.25
13731,0.84,-1.73
13732,1.80,4.97
13733,-3.11,-0.48
13734,0.25,1.02
13735,0.06,3.47
13736,0.88,2.10
13737,1.73,-0.39
13738,2.87,2.27
13739,1.76,-1.60
13740,-2.56,0.76
13741,-2.52,0.26
13742,2.89,2.56
13743,3.41,-2.31
13744,2.09,-0.21
13745,0.88,-0.58
13746,-2.11,0.36
13747,2.36,-4.58
13748,-1.88,-0.39
13749,1.43,1.33
13750,-0.93,0.53
13751,0.10,1.41
13752,-1.56,-0.60
13753,0.09,-0.09
13754,-0.34,-2.49
13755,2.63,0.34
13756,0.25,0.59
13757,1.98,-2.71
13758,-2.99,1.25
13759,-3.01,2.32
13760,0.26,1.33
13761,1.03,-8.42
13762,0.93,-1.47
13763,-0.43,3.34
13764,1.27,-0.93
13765,-1.34,-0.52
13766,0.08,-4.82
13767,-6.52,1.26
13768,0.33,2.06
13769,-1.59,1.84
13770,-4.08,1.64
13771,-3.71,-0.63
13772,-1.06,1.88
13773,-0.58,-0.50
13774,1.94,0.46
13775,0.61,-0.23
13776,3.24,1.08
13777,0.56,-1.53
13778,1.90,-0.35
13779,-1.66,-0.28
13780,-1.50,3.29
13781,-2.89,-0.61
13782,1.61,1.28
13783,-1.83,-0.75
13784,-1.61,-0.20
13785,-0.81,-0.20
13786,2.22,-1.02
13787,0.46,-0.22
13788,2.79,4.60
13789,1.36,-1.30
13790,-0.52,4.35
13791,-1.92,-2.61
13792,1.84,1.22
13793,2.75,-0.48
13794,1.10,2.72
13795,3.16,2.72
13796,-1.34,-2.68
13797,-2.11,2.30
13798,-0.99,2.00
13799,0.32,0.63
13800,3.21,-1.28
13801,-0.57,0.64
13802,-3.65,-0.97
13803,-1.33,2.01
13804,0.64,0.99
13805,0.90,0.09
13806,2.32,1.16
13807,-2.43,-0.26
13808,-1.96,-0.18
13809,0.39,2.78
13810,0.68,1.14
13811,1.60,1.37
13812,2.93,-1.79
13813,-0.78,1.15
13814,-1.14,-0.12
13815,-0.04,-0.16
13816,1.82,-0.71
13817,-1.57,1.04
13818,3.72,-0.98
13819,-2.33,-0.13
13820,1.58,-0.97
13821,0.68,-2.71
13822,-2.40,2.25
13823,1.66,-0.12
13824,-0.05,0.46
13825,-0.41,-2.92
13826,-0.94,-0.71
13827,1.21,1.54
13828,3.57,2.26
13829,0.84,-1.15
13830,1.34,0.21
13831,-0.52,-2.31
13832,-0.65,1.71
13833,0.31,-1.26
13834,0.02,0.47
13835,3.26,2.02
13836,-2.00,-1.27
13837,-3.37,-0.95
13838,-0.79,-3.96
13839,1.87,-1.15
13840,0.07,-1.24
13841,0.77,0.08
13842,0.55,0.54
13843,2.43,1.70
13844,0.42,1.93
13845,-0.86,-2.09
13846,1.51,0.54
13847,1.12,2.83
13848,-1.48,2.43
13849,1.39,-2.49
13850,-0.83,-3.78
13851,-1.82,1.96
13852,-1.18,1.76
13853,1.40,-0.38
13854,0.87,-0.21
13855,-1.61,0.39
13856,-3.35,-2.11
13857,-0.94,-2.78
13858,-5.71,0.55
13859,0.51,1.19
13860,-1.31,-0.41
13861,0.13,-1.35
13862,1.98,0.42
13863,-3.05,1.53
13864,-0.50,-0.14
13865,3.44,-0.61
13866,1.75,-2.23
13867,1.25,0.12
13868,-2.76,0.55
13869,-1.00,-0.50
13870,2.66,0.51
13871,4.32,-0.04
13872,-1.90,0.06
13873,-0.24,2.25
13874,-1.66,-1.90
13875,3.85,-1.04
13876,0.89,-1.25
13877,-0.69,1.54
13878,2.14,1.44
13879,-2.29,-1.60
13880,-0.64,-0.67
13881,-0.02,0.38
13882,1.89,0.97
13883,-2.74,0.24
13884,-1.29,0.51
13885,-0.40,1.24
13886,0.13,1.37
13887,-2.09,0.18
13888,0.93,-3.28
13889,-0.60,-0.03
13890,-1.29,1.62
13891,-3.13,2.26
13892,1.06,1.32
13893,-0.86,-2.10
13894,-1.17,-0.17
13895,-4.18,1.91
13896,1.63,1.20
13897,-0.65,-3.26
13898,-2.54,0.94
13899,-2.47,-0.49
13900,1.81,0.02
13901,1.76,-1.63
13902,3.70,4.31
13903,0.10,1.26
13904,-3.40,1.15
13905,-0.27,-2.53
13906,-0.62,2.10
13907,0.66,1.27
13908,2.75,-1.29
13909,-0.75,-3.85
13910,4.73,-1.11
13911,-2.39,-3.01
13912,-0.90,-2.45
13913,0.36,0.16
13914,-3.51,0.22
13915,-1.76,-1.08
13916,-3.76,-0.10
13917,-3.80,0.16
13918,0.40,0.05
13919,-2.48,-3.22
13920,0.19,0.21
13921,1.43,-4.70
13922,-0.46,-1.09
13923,-0.32,-0.25
13924,2.12,2.77
13925,2.67,-0.08
13926,1.80,-1.23
13927,-0.59,0.34
13928,0.77,-1.06
13929,-4.60,0.32
13930,2.45,0.29
13931,-4.37,-4.66
13932,0.30,3.35
13933,1.31,-3.00
13934,-1.85,-1.02
13935,-1.06,-2.00
13936,1.16,0.38
13937,2.75,2.71
13938,2.16,0.98
13939,1.96,-0.74
13940,0.49,0.87
13941,2.71,-0.07
13942,-1.20,-0.95
13943,0.73,0.71
13944,2.57,2.55
13945,-1.87,-1.47
13946,-1.42,-2.27
13947,0.78,1.16
13948,2.69,0.36
13949,-0.96,-1.80
13950,-2.55,2.78
13951,0.37,-1.44
13952,-0.34,-1.09
13953,3.48,-2.21
13954,3.14,0.75
13955,2.45,2.06
13956,0.46,-0.37
13957,0.16,0.71
13958,-1.12,-1.52
13959,2.57,0.04
13960,-3.31,-1.69
13961,-1.67,3.07
13962,2.60,1.09
13963,-3.21,1.07
13964,-1.08,1.81
13965,1.20,-1.83
13966,1.46,-2.87
13967,-1.53,3.04
13968,1.26,3.38
13969,-0.18,2.38
13970,1.69,1.56
13971,1.45,-1.74
13972,-1.11,0.73
13973,2.01,1.61
13974,4.20,-0.88
13975,1.99,-0.37
13976,-1.11,-2.11
13977,1.70,0.85
13978,6.88,0.94
13979,0.61,-0.59
13980,4.38,-3.69
13981,-0.64,-2.31
13982,-0.68,-2.61
13983,-1.92,3.24
13984,2.51,-0.56
13985,1.93,-1.24
13986,-3.85,-1.86
13987,-2.48,0.02
13988,-0.68,-2.44
13989,-0.39,1.68
13990,-1.91,3.79
13991,-0.61,2.00
13992,1.20,0.52
13993,0.00,-0.42
13994,-0.92,0.53
13995,-1.19,1.55
13996,3.45,-3.14
13997,-0.87,4.84
13998,-2.46,1.44
13999,2.05,0.43
14000,-0.22,4.11
14001,1.01,1.29
14002,-2.56,0.91
14003,-1.57,0.84
14004,-3.07,-0.88
14005,2.07,-0.77
14006,-0.04,1.38
14007,2.26,0.31
14008,-2.39,-1.64
14009,-2.25,-1.54
14010,-0.46,4.51
14011,-3.17,-1.56
14012,0.65,1.41
14013,4.95,1.10
14014,-0.89,1.03
14015,-3.68,0.54
14016,2.77,-3.72
14017,0.29,-0.21
14018,1.65,-1.94
14019,-1.93,3.66
14020,-2.38,-3.19
14021,-1.07,-2.32
14022,-0.55,0.84
14023,1.99,-1.37
14024,2.07,-1.38
14025,3.18,-1.30
14026,-2.52,4.12
14027,-1.62,-2.62
14028,1.66,0.63
14029,-3.04,1.51
14030,-0.20,-0.25
14031,-3.07,-0.48
14032,-0.70,-2.35
14033,3.05,-2.70
14034,2.74,1.68
14035,-0.79,0.64
14036,0.67,-2.35
14037,-4.88,1.44
14038,-0.55,1.60
14039,-0.20,-3.48
14040,-0.29,0.15
14041,-2.47,0.92
14042,0.61,-1.13
14043,1.18,1.22
14044,2.26,2.21
14045,0.99,-2.91
14046,-3.07,1.19
14047,1.16,3.51
14048,-2.51,0.97
14049,-1.90,2.69
14050,-0.27,2.63
14051,-1.43,1.54
14052,0.41,2.82
14053,-1.81,-0.03
14054,-0.48,0.35
14055,-1.26,0.47
14056,-3.37,0.58
14057,-1.47,1.17
14058,-1.14,1.28
14059,1.09,-1.53
14060,3.80,0.86
14061,-0.04,-2.25
14062,-2.34,0.73
14063,-0.50,0.49
14064,-0.23,3.22
14065,0.84,2.47
14066,-1.08,2.66
14067,1.83,0.71
14068,2.15,1.70
14069,-2.09,-3.80
14070,0.37,0.29
14071,1.22,1.50
14072,-0.30,0.14
14073,-0.14,1.10
14074,0.48,-1.19
14075,-0.33,3.91
14076,2.19,5.57
14077,1.47,2.86
14078,-0.87,0.98
14079,-1.19,1.61
14080,3.77,1.17
14081,0.03,-2.27
14082,3.35,-0.39
14083,0.57,0.48
14084,-0.74,1.78
14085,0.88,-1.31
14086,-1.09,-0.98
14087,-0.28,-1.82
14088,-1.11,0.96
14089,-1.47,-2.28
14090,-0.28,1.93
14091,2.41,0.68
14092,2.91,-4.14
14093,2.53,-2.04
14094,-0.76,-0.69
14095,0.77,-0.52
14096,2.27,-0.23
14097,-0.81,0.01
14098,-1.79,5.19
14099,-1.88,-0.51
14100,0.71,1.50
14101,0.16,-1.90
14102,-1.15,0.74
14103,0.73,-3.35
14104,3.84,-2.68
14105,0.27,1.47
14106,-1.01,1.80
14107,0.11,-1.49
14108,-0.43,-2.25
14109,-1.22,-3.65
14110,-2.34,2.08
14111,2.40,2.26
14112,2.07,-1.46
14113,-1.85,1.02
14114,-2.59,-2.54
14115,1.55,-0.13
14116,-5.34,-2.79
14117,-0.14,3.19
14118,0.58,-0.26
14119,0.75,1.65
14120,-2.10,2.23
14121,-1.14,3.14
14122,-2.08,0.38
14123,-0.40,-1.65
14124,0.46,-1.42
14125,-0.01,1.09
14126,-0.66,2.04
14127,0.66,-0.11
14128,0.44,0.89
14129,-1.12,2.03
14130,0.08,-1.35
14131,-0.08,2.30
14132,-3.31,1.20
14133,2.68,0.44
14134,-1.57,1.60
14135,-2.87,-0.31
14136,-0.95,0.31
14137,-2.23,-4.83
14138,-0.36,-0.77
14139,-3.83,-0.16
14140,-1.82,-0.04
14141,2.00,-1.36
14142,-0.64,1.07
14143,-0.49,-2.05
14144,2.43,-0.42
14145,0.31,1.61
14146,2.12,0.50
14147,0.19,1.13
14148,-1.22,0.43
14149,-4.20,-1.93
14150,-1.10,0.64
14151,-1.61,0.53
14152,-2.01,-2.22
14153,-2.26,-2.74
14154,1.45,-2.71
14155,1.42,2.24
14156,-3.45,-1.18
14157,-2.10,1.45
14158,0.79,1.59
14159,2.59,-4.12
14160,1.27,-2.97
14161,-2.16,-0.24
14162,0.70,0.60
14163,-1.87,1.17
14164,-4.93,1.68
14165,2.24,-0.86
14166,0.29,-0.28
14167,-0.34,1.46
14168,-0.27,-2.90
14169,0.68,4.08
14170,2.25,2.91
14171,-1.48,1.00
14172,0.81,0.76
14173,1.36,2.42
14174,-0.30,0.30
14175,-1.28,-0.67
14176,2.37,3.02
14177,-2.39,1.37
14178,0.47,1.06
14179,3.81,-2.25
14180,0.63,3.05
14181,-0.36,-2.31
14182,-1.25,-1.16
14183,1.58,-2.08
14184,-3.01,-3.91
14185,0.60,-3.72
14186,-3.67,-1.71
14187,2.16,-1.21
14188,-0.77,0.00
14189,-0.93,-1.99
14190,0.63,1.48
14191,-1.00,0.78
14192,-0.96,0.14
